sent_id	word_char	character_token_n	component_n
651	刚才	2	4
651	秘书处	3	5
651	已	1	1
651	宣布	2	6
651	五	1	1
651	分钟	2	4
651	后	1	3
651	复会	2	6
652	现在	2	4
652	时间	2	4
652	已	1	1
652	过	1	2
652	了	1	1
652	五	1	1
652	分钟	2	4
653	我	1	2
653	想	1	3
653	跟	1	2
653	大家	2	3
653	说	1	4
653	今天	2	2
653	的	1	2
653	会议	2	5
653	分为	2	3
653	两	1	1
653	部分	2	5
654	第一	2	4
654	部分	2	5
654	是	1	2
654	刚才	2	4
654	大家	2	3
654	已	1	1
654	完成	2	4
654	的	1	2
654	宣誓	2	7
655	而	1	1
655	第二	2	5
655	部分	2	5
655	是	1	2
655	选举	2	6
655	立法会	3	7
655	主席	2	5
656	我	1	2
656	知道	2	4
656	有	1	1
656	同事	2	6
656	对	1	2
656	主席	2	5
656	候选人	3	7
656	的	1	2
656	国籍	2	7
656	问题	2	4
656	有	1	1
656	些	1	4
656	意见	2	3
657	要求	2	3
657	候选人	3	7
657	就	1	4
657	某些	2	6
657	方面	2	7
657	作出	2	4
657	澄清	2	5
658	由于	2	2
658	今天	2	2
658	的	1	2
658	会议	2	5
658	并	1	1
658	没有	2	3
658	任何	2	5
658	程序	2	5
658	容许	2	5
658	我们	2	4
658	在	1	2
658	会议厅	3	7
658	内	1	2
658	进行	2	5
658	澄清	2	5
658	提问	2	4
658	辩论	2	6
658	或	1	3
658	谘询	2	7
658	等	1	3
658	因此	2	4
658	我们	2	4
658	不	1	1
658	可以	2	4
658	在	1	2
658	会议厅	3	7
658	内	1	2
658	进行	2	5
658	这些	2	6
658	工作	2	3
659	不过	2	3
659	为	1	1
659	让	1	2
659	一些	2	5
659	关注	2	4
659	此	1	2
659	事	1	3
659	的	1	2
659	议员	2	4
659	能	1	4
659	获	1	3
659	澄清	2	5
659	我	1	2
659	建议	2	4
659	梁君彦	3	7
659	议员	2	4
659	稍后	2	6
659	到	1	2
659	会议厅	3	7
659	外	1	2
659	向	1	2
659	新闻	2	5
659	传媒	2	5
659	交代	2	4
659	他	1	2
659	的	1	2
659	国籍	2	7
659	问题	2	4
660	而	1	1
660	关注	2	4
660	此	1	2
660	事	1	3
660	的	1	2
660	议员	2	4
660	亦	1	4
660	可	1	2
660	出去	2	4
660	聆听	2	4
660	他	1	2
660	的	1	2
660	阐述	2	5
660	以及	2	3
660	可以	2	4
660	向	1	2
660	他	1	2
660	提问	2	4
661	在	1	2
661	会议厅	3	7
661	内	1	2
661	根据	2	6
661	议事	2	5
661	规则	2	4
661	我	1	2
661	不	1	1
661	能	1	4
661	容许	2	5
661	大家	2	3
661	提问	2	4
661	或	1	3
661	作出	2	4
661	任何	2	5
661	讨论	2	5
662	我	1	2
662	现在	2	4
662	请	1	2
662	关注	2	4
662	此	1	2
662	事	1	3
662	的	1	2
662	议员	2	4
662	到	1	2
662	会议厅	3	7
662	外	1	2
662	听取	2	4
662	梁君彦	3	7
662	议员	2	4
662	的	1	2
662	交代	2	4
663	我	1	2
663	预期	2	5
663	会议	2	5
663	将	1	3
663	在	1	2
663	下午	2	4
663	二	1	2
663	时	1	2
663	三十	2	4
663	分	1	2
663	正式	2	4
663	恢复	2	6
664	我	1	2
664	的	1	2
664	发言	2	5
664	到此	2	4
664	结束	2	4
665	现在	2	4
665	暂停	2	8
665	会议	2	5
666	现在	2	4
666	是	1	2
666	二	1	2
666	时	1	2
666	三十五	3	5
666	分	1	2
666	较	1	3
666	我	1	2
666	原先	2	5
666	宣布	2	6
666	二	1	2
666	时	1	2
666	三十	2	4
666	分	1	2
666	恢复	2	6
666	会议	2	5
666	的	1	2
666	时间	2	4
666	迟	1	2
666	了	1	1
666	五	1	1
666	分钟	2	4
667	我	1	2
667	不	1	1
667	想	1	3
667	再	1	1
667	延迟	2	4
668	现在	2	4
668	宣布	2	6
668	正式	2	4
668	复会	2	6
669	会议	2	5
669	现	1	2
669	已	1	1
669	恢复	2	6
669	我	1	2
669	希望	2	6
669	所有	2	3
669	同事	2	6
669	返回	2	6
669	自己	2	3
669	的	1	2
669	座位	2	6
670	让	1	2
670	我们	2	4
670	今天	2	2
670	可以	2	4
670	有	1	1
670	秩序	2	4
670	地	1	2
670	进行	2	5
670	选举	2	6
670	主席	2	5
670	的	1	2
670	程式	2	5
671	我	1	2
671	现在	2	4
671	再	1	1
671	请	1	2
671	所有	2	3
671	同事	2	6
671	返回	2	6
671	自己	2	3
671	的	1	2
671	座位	2	6
672	有	1	1
672	议员	2	4
672	想	1	3
672	提出	2	4
672	规程	2	5
672	问题	2	4
673	但	1	3
673	请	1	2
673	其他	2	4
673	同事	2	6
673	先行	2	5
673	返回	2	6
673	座位	2	6
673	让	1	2
673	秘书	2	3
673	帮	1	3
673	我	1	2
673	做	1	4
673	一些	2	5
673	文书	2	3
673	工作	2	3
674	否则	2	4
674	没有	2	3
674	秘书	2	3
674	帮忙	2	5
674	处理	2	4
674	上	1	2
674	会	1	3
674	比较	2	4
674	困难	2	5
675	我	1	2
675	希望	2	6
675	其他	2	4
675	议员	2	4
675	先	1	2
675	返回	2	6
675	座位	2	6
675	让	1	2
675	我们	2	4
675	可以	2	4
675	进行	2	5
675	会议	2	5
676	如果	2	4
676	大家	2	3
676	有	1	1
676	任何	2	5
676	规程	2	5
676	问题	2	4
676	可以	2	4
676	提出	2	4
677	我	1	2
677	会	1	3
677	给	1	4
677	大家	2	3
677	时间	2	4
678	主席	2	5
678	我	1	2
678	想	1	3
678	问	1	2
678	秘书处	3	5
678	有	1	1
678	否	1	2
678	处理	2	4
678	梁君彦	3	7
678	议员	2	4
678	的	1	2
678	国籍	2	7
678	问题	2	4
679	他	1	2
679	刚才	2	4
680	刚才	2	4
680	我	1	2
680	说	1	4
680	过	1	2
680	有关	2	3
680	梁君彦	3	7
680	议员	2	4
680	的	1	2
680	国籍	2	7
680	问题	2	4
680	不	1	1
680	是	1	2
680	今天	2	2
680	会议	2	5
680	的	1	2
680	讨论	2	5
680	范畴	2	5
681	好	1	2
681	的	1	2
682	请	1	2
682	先	1	2
682	让	1	2
682	我	1	2
682	说	1	4
682	可以	2	4
682	吗	1	2
683	我	1	2
683	刚才	2	4
683	已经	2	4
683	说	1	4
683	过	1	2
683	为了	2	2
683	让	1	2
683	大家	2	3
683	进一步	3	4
683	了解	2	4
683	有关	2	3
683	梁君彦	3	7
683	议员	2	4
683	的	1	2
683	国籍	2	7
683	问题	2	4
683	或	1	3
683	要求	2	3
683	他	1	2
683	澄清	2	5
683	我	1	2
683	已	1	1
683	作出	2	4
683	特别	2	6
683	安排	2	4
683	时间	2	4
683	让	1	2
683	梁	1	3
683	议员	2	4
683	在	1	2
683	会议厅	3	7
683	外	1	2
683	向	1	2
683	传媒	2	5
683	作出	2	4
683	交代	2	4
683	和	1	2
683	澄清	2	5
684	如果	2	4
684	各位	2	4
684	刚才	2	4
684	有	1	1
684	出席	2	5
684	便	1	2
684	应该	2	4
684	知道	2	4
684	情况	2	5
684	如何	2	5
685	不过	2	3
685	无论	2	4
685	当事人	3	6
685	如何	2	5
685	澄清	2	5
685	及	1	1
685	解释	2	6
685	在	1	2
685	这个	2	3
685	会议	2	5
685	上	1	2
685	我	1	2
685	不	1	1
685	能	1	4
685	保证	2	5
685	令	1	3
685	大家	2	3
685	满意	2	5
686	作为	2	3
686	会议	2	5
686	主持人	3	6
686	我	1	2
686	只	1	2
686	能	1	4
686	根据	2	6
686	会议	2	5
686	规则	2	4
686	进行	2	5
686	程序	2	5
687	如果	2	4
687	议员	2	4
687	想	1	3
687	确保	2	5
687	他	1	2
687	的	1	2
687	问题	2	4
687	得到	2	6
687	满意	2	5
687	的	1	2
687	答复	2	7
687	可以	2	4
687	在	1	2
687	其他	2	4
687	场合	2	5
687	提出	2	4
688	今天	2	2
688	的	1	2
688	会议	2	5
688	中	1	1
688	则	1	2
688	没有	2	3
688	办法	2	3
688	处理	2	4
688	这个	2	3
688	问题	2	4
689	我	1	2
689	现在	2	4
689	想	1	3
689	问一问	3	5
689	刚才	2	4
689	有	1	1
689	哪些	2	7
689	议员	2	4
689	曾	1	4
689	举手	2	4
689	想	1	3
689	提出	2	4
689	规程	2	5
689	问题	2	4
690	我	1	2
690	看	1	2
690	不	1	1
690	到	1	2
691	请	1	2
691	秘书	2	3
691	帮忙	2	5
691	把	1	2
691	曾	1	4
691	举手	2	4
691	表示	2	5
691	想	1	3
691	提出	2	4
691	规程	2	5
691	问题	2	4
691	的	1	2
691	议员	2	4
691	名单	2	4
691	交	1	2
691	给	1	4
691	我	1	2
692	因为	2	3
692	我	1	2
692	看	1	2
692	不	1	1
692	到	1	2
693	今天	2	2
693	我	1	2
693	不	1	1
693	想	1	3
693	跟	1	2
693	大家	2	3
693	争论	2	5
693	其他	2	4
693	问题	2	4
693	因为	2	3
693	我	1	2
693	没有	2	3
693	权力	2	3
693	这样	2	4
693	做	1	4
694	我	1	2
694	只是	2	4
694	执行	2	5
694	会议	2	5
694	规则	2	4
695	其实	2	5
695	我	1	2
695	也	1	1
695	不	1	1
695	是	1	2
695	很	1	2
695	想	1	3
695	主持	2	5
695	这	1	2
695	会议	2	5
696	不过	2	3
696	根据	2	6
696	议事	2	5
696	规则	2	4
696	附表	2	5
696	一	1	1
696	第六	2	5
696	及	1	1
696	七	1	1
696	段	1	2
696	的	1	2
696	规定	2	4
696	由	1	1
696	担任	2	5
696	议员	2	4
696	时间	2	4
696	最	1	3
696	长	1	1
696	的	1	2
696	我	1	2
696	来	1	1
696	主持	2	5
696	会议	2	5
697	根据	2	6
697	会议	2	5
697	规则	2	4
697	我	1	2
697	现在	2	4
697	只	1	2
697	能	1	4
697	主持	2	5
697	投票	2	4
697	的	1	2
697	过程	2	5
698	其他	2	4
698	事情	2	5
698	我	1	2
698	无法	2	3
698	处理	2	4
699	如果	2	4
699	我	1	2
699	处理	2	4
699	的话	2	4
699	便	1	2
699	违反	2	4
699	会议	2	5
699	规则	2	4
700	是	1	2
700	不	1	1
700	合法	2	5
700	的	1	2
701	大家	2	3
701	如果	2	4
701	要	1	2
701	我	1	2
701	表明	2	4
701	这	1	2
701	个	1	1
701	会议	2	5
701	究竟	2	5
701	是	1	2
701	否	1	2
701	合法	2	5
701	我	1	2
701	只	1	2
701	能够	2	8
701	说	1	4
701	根据	2	6
701	会议	2	5
701	规则	2	4
701	这	1	2
701	个	1	1
701	会议	2	5
701	是	1	2
701	合法	2	5
701	的	1	2
702	议员	2	4
702	如果	2	4
702	想	1	3
702	提出	2	4
702	规程	2	5
702	问题	2	4
702	我	1	2
702	再	1	1
702	请	1	2
702	大家	2	3
702	先	1	2
702	返回	2	6
702	自己	2	3
702	的	1	2
702	座位	2	6
703	我	1	2
703	会	1	3
703	邀请	2	6
703	大家	2	3
703	发言	2	5
704	我们	2	4
704	不	1	1
704	离开	2	5
704	又	1	1
704	怎样	2	4
704	呢	1	3
705	如果	2	4
705	议员	2	4
705	真的	2	5
705	不	1	1
705	返回	2	6
705	座位	2	6
705	也	1	1
705	不	1	1
705	要紧	2	5
706	但	1	3
706	请	1	2
706	不要	2	3
706	作出	2	4
706	骚扰	2	5
706	以便	2	4
706	会议	2	5
706	可	1	2
706	继续	2	5
706	进行	2	5
707	根据	2	6
707	秘书	2	3
707	给	1	4
707	我	1	2
707	的	1	2
707	名单	2	4
707	第一	2	4
707	位	1	2
707	提出	2	4
707	规程	2	5
707	问题	2	4
707	的	1	2
707	议员	2	4
707	是	1	2
707	毛孟静	3	5
707	议员	2	4
708	根据	2	6
708	议事	2	5
708	规则	2	4
708	今天	2	2
708	的	1	2
708	规程	2	5
708	只	1	2
708	能够	2	8
708	涉及	2	3
708	选举	2	6
708	过程	2	5
709	如果	2	4
709	有	1	1
709	其他	2	4
709	问题	2	4
709	请	1	2
709	议员	2	4
709	在	1	2
709	其他	2	4
709	场合	2	5
709	提出	2	4
710	现在	2	4
710	请	1	2
710	毛孟静	3	5
710	议员	2	4
710	提问	2	4
711	感谢	2	7
711	主席	2	5
712	我	1	2
712	不	1	1
712	是	1	2
712	故意	2	5
712	要	1	2
712	为难	2	3
712	你	1	3
712	或	1	3
712	什么	2	3
713	还	1	2
713	要	1	2
713	感谢	2	7
713	你	1	3
713	试图	2	7
713	安排	2	4
713	我们	2	4
713	到	1	2
713	会议厅	3	7
713	外	1	2
713	聆听	2	4
713	梁君彦	3	7
713	议员	2	4
713	的	1	2
713	解释	2	6
714	我们	2	4
714	已	1	1
714	听	1	2
714	罢	1	2
714	他	1	2
714	的	1	2
714	解释	2	6
715	他	1	2
715	说	1	4
715	第一	2	4
715	封	1	3
715	信	1	2
715	是	1	2
715	关乎	2	3
715	其	1	2
715	国籍	2	7
715	或	1	3
715	外国	2	5
715	居留权	3	8
715	的	1	2
715	问题	2	4
716	信	1	2
716	中	1	1
716	表示	2	5
716	已	1	1
716	附上	2	5
716	放弃	2	4
716	国籍	2	7
716	的	1	2
716	声明	2	4
717	但	1	3
717	相关	2	4
717	的	1	2
717	却	1	2
717	并不	2	2
717	存在	2	4
718	原来	2	4
718	那	1	2
